Date,DOY,Month,Year,Inches,mm
12/2/2011,336,12,2011,0.01,0.254
12/3/2011,337,12,2011,0.92,23.368
12/4/2011,338,12,2011,0,0
12/5/2011,339,12,2011,0,0
12/6/2011,340,12,2011,0,0
12/7/2011,341,12,2011,0,0
12/8/2011,342,12,2011,0.05,1.27
12/9/2011,343,12,2011,0,0
12/10/2011,344,12,2011,0,0
12/11/2011,345,12,2011,0,0
12/12/2011,346,12,2011,0,0
12/13/2011,347,12,2011,0.22,5.588
12/14/2011,348,12,2011,0.48,12.192
12/15/2011,349,12,2011,0,0
12/16/2011,350,12,2011,0,0
12/17/2011,351,12,2011,0,0
12/18/2011,352,12,2011,0,0
12/19/2011,353,12,2011,0,0
12/20/2011,354,12,2011,0,0
12/21/2011,355,12,2011,0,0
12/22/2011,356,12,2011,0.04,1.016
12/23/2011,357,12,2011,0,0
12/24/2011,358,12,2011,0,0
12/25/2011,359,12,2011,0,0
12/26/2011,360,12,2011,0,0
12/27/2011,361,12,2011,0,0
12/28/2011,362,12,2011,0,0
12/29/2011,363,12,2011,0.1,2.54
12/30/2011,364,12,2011,0.12,3.048
12/31/2011,365,12,2011,0.01,0.254
1/1/2012,1,1,2012,0,0
1/2/2012,2,1,2012,0,0
1/3/2012,3,1,2012,0,0
1/4/2012,4,1,2012,0,0
1/5/2012,5,1,2012,0,0
1/6/2012,6,1,2012,0,0
1/7/2012,7,1,2012,0,0
1/8/2012,8,1,2012,0,0
1/9/2012,9,1,2012,0,0
1/10/2012,10,1,2012,0,0
1/11/2012,11,1,2012,0.04,1.016
1/12/2012,12,1,2012,0,0
1/13/2012,13,1,2012,0,0
1/14/2012,14,1,2012,0.02,0.508
1/15/2012,15,1,2012,0,0
1/16/2012,16,1,2012,0,0
1/17/2012,17,1,2012,0.05,1.27
1/18/2012,18,1,2012,0,0
1/19/2012,19,1,2012,0,0
1/20/2012,20,1,2012,0.07,1.778
1/21/2012,21,1,2012,0,0
1/22/2012,22,1,2012,0.07,1.778
1/23/2012,23,1,2012,0.04,1.016
1/24/2012,24,1,2012,0,0
1/25/2012,25,1,2012,0,0
1/26/2012,26,1,2012,0,0
1/27/2012,27,1,2012,0.03,0.762
1/28/2012,28,1,2012,0,0
1/29/2012,29,1,2012,0,0
1/30/2012,30,1,2012,0,0
1/31/2012,31,1,2012,0,0
2/1/2012,32,2,2012,0,0
2/2/2012,33,2,2012,0,0
2/3/2012,34,2,2012,0.05,1.27
2/4/2012,35,2,2012,0.11,2.794
2/5/2012,36,2,2012,0,0
2/6/2012,37,2,2012,0,0
2/7/2012,38,2,2012,0,0
2/8/2012,39,2,2012,0,0
2/9/2012,40,2,2012,0,0
2/10/2012,41,2,2012,0,0
2/11/2012,42,2,2012,0,0
2/12/2012,43,2,2012,0,0
2/13/2012,44,2,2012,0.07,1.778
2/14/2012,45,2,2012,0,0
2/15/2012,46,2,2012,0,0
2/16/2012,47,2,2012,0,0
2/17/2012,48,2,2012,0,0
2/18/2012,49,2,2012,0,0
2/19/2012,50,2,2012,0,0
2/20/2012,51,2,2012,0.18,4.572
2/21/2012,52,2,2012,0.03,0.762
2/22/2012,53,2,2012,0,0
2/23/2012,54,2,2012,0.3,7.62
2/24/2012,55,2,2012,0.01,0.254
2/25/2012,56,2,2012,0.01,0.254
2/26/2012,57,2,2012,0,0
2/27/2012,58,2,2012,0,0
2/28/2012,59,2,2012,0.6,15.24
2/29/2012,60,2,2012,0.21,5.334
3/1/2012,61,3,2012,0,0
3/2/2012,62,3,2012,0.04,1.016
3/3/2012,63,3,2012,0,0
3/4/2012,64,3,2012,0.15,3.81
3/5/2012,65,3,2012,0,0
3/6/2012,66,3,2012,0,0
3/7/2012,67,3,2012,0,0
3/8/2012,68,3,2012,0,0
3/9/2012,69,3,2012,0,0
3/10/2012,70,3,2012,0,0
3/11/2012,71,3,2012,0.18,4.572
3/12/2012,72,3,2012,0.04,1.016
3/13/2012,73,3,2012,0,0
3/14/2012,74,3,2012,0,0
3/15/2012,75,3,2012,0,0
3/16/2012,76,3,2012,0,0
3/17/2012,77,3,2012,0,0
3/18/2012,78,3,2012,0,0
3/19/2012,79,3,2012,0.61,15.494
3/20/2012,80,3,2012,0.1,2.54
3/21/2012,81,3,2012,0.08,2.032
3/22/2012,82,3,2012,0.11,2.794
3/23/2012,83,3,2012,0.01,0.254
3/24/2012,84,3,2012,0,0
3/25/2012,85,3,2012,0,0
3/26/2012,86,3,2012,0,0
3/27/2012,87,3,2012,0.01,0.254
3/28/2012,88,3,2012,0,0
3/29/2012,89,3,2012,0.24,6.096
3/30/2012,90,3,2012,0.69,17.526
3/31/2012,91,3,2012,0,0
4/1/2012,92,4,2012,0,0
4/2/2012,93,4,2012,0,0
4/3/2012,94,4,2012,0,0
4/4/2012,95,4,2012,0,0
4/5/2012,96,4,2012,0,0
4/6/2012,97,4,2012,0,0
4/7/2012,98,4,2012,0.09,2.286
4/8/2012,99,4,2012,0,0
4/9/2012,100,4,2012,0,0
4/10/2012,101,4,2012,0,0
4/11/2012,102,4,2012,0,0
4/12/2012,103,4,2012,0.01,0.254
4/13/2012,104,4,2012,0.42,10.668
4/14/2012,105,4,2012,1.9,48.26
4/15/2012,106,4,2012,0.13,3.302
4/16/2012,107,4,2012,0,0
4/17/2012,108,4,2012,0,0
4/18/2012,109,4,2012,0.18,4.572
4/19/2012,110,4,2012,0.43,10.922
4/20/2012,111,4,2012,0,0
4/21/2012,112,4,2012,0.12,3.048
4/22/2012,113,4,2012,0.01,0.254
4/23/2012,114,4,2012,0,0
4/24/2012,115,4,2012,0,0
4/25/2012,116,4,2012,0,0
4/26/2012,117,4,2012,0,0
4/27/2012,118,4,2012,0.09,2.286
4/28/2012,119,4,2012,0.35,8.89
4/29/2012,120,4,2012,0.19,4.826
4/30/2012,121,4,2012,0,0
5/1/2012,122,5,2012,0,0
5/2/2012,123,5,2012,0.49,12.446
5/3/2012,124,5,2012,0.01,0.254
5/4/2012,125,5,2012,0,0
5/5/2012,126,5,2012,0,0
5/6/2012,127,5,2012,0.57,14.478
5/7/2012,128,5,2012,0,0
5/8/2012,129,5,2012,0,0
5/9/2012,130,5,2012,0,0
5/10/2012,131,5,2012,0,0
5/11/2012,132,5,2012,0,0
5/12/2012,133,5,2012,0,0
5/13/2012,134,5,2012,0,0
5/14/2012,135,5,2012,0,0
5/15/2012,136,5,2012,0,0
5/16/2012,137,5,2012,0,0
5/17/2012,138,5,2012,0,0
5/18/2012,139,5,2012,0,0
5/19/2012,140,5,2012,0,0
5/20/2012,141,5,2012,0.01,0.254
5/21/2012,142,5,2012,0,0
5/22/2012,143,5,2012,0,0
5/23/2012,144,5,2012,0,0
5/24/2012,145,5,2012,0.18,4.572
5/25/2012,146,5,2012,0.02,0.508
5/26/2012,147,5,2012,0,0
5/27/2012,148,5,2012,0,0
5/28/2012,149,5,2012,0.03,0.762
5/29/2012,150,5,2012,0,0
5/30/2012,151,5,2012,0.14,3.556
5/31/2012,152,5,2012,0.44,11.176
6/1/2012,153,6,2012,0,0
6/2/2012,154,6,2012,0.02,0.508
6/3/2012,155,6,2012,0.01,0.254
6/4/2012,156,6,2012,0,0
6/5/2012,157,6,2012,0,0
6/6/2012,158,6,2012,0,0
6/7/2012,159,6,2012,0.01,0.254
6/8/2012,160,6,2012,0,0
6/9/2012,161,6,2012,0,0
6/10/2012,162,6,2012,0.09,2.286
6/11/2012,163,6,2012,0.14,3.556
6/12/2012,164,6,2012,0,0
6/13/2012,165,6,2012,0,0
6/14/2012,166,6,2012,0,0
6/15/2012,167,6,2012,1.15,29.21
6/16/2012,168,6,2012,0.02,0.508
6/17/2012,169,6,2012,0,0
6/18/2012,170,6,2012,0,0
6/19/2012,171,6,2012,0,0
6/20/2012,172,6,2012,0.9,22.86
6/21/2012,173,6,2012,0,0
6/22/2012,174,6,2012,0,0
6/23/2012,175,6,2012,0.26,6.604
6/24/2012,176,6,2012,0,0
6/25/2012,177,6,2012,0,0
6/26/2012,178,6,2012,0,0
6/27/2012,179,6,2012,0,0
6/28/2012,180,6,2012,0,0
6/29/2012,181,6,2012,0.07,1.778
6/30/2012,182,6,2012,0,0
7/1/2012,183,7,2012,0,0
7/2/2012,184,7,2012,0,0
7/3/2012,185,7,2012,0,0
7/4/2012,186,7,2012,0,0
7/5/2012,187,7,2012,0.11,2.794
7/6/2012,188,7,2012,0,0
7/7/2012,189,7,2012,0,0
7/8/2012,190,7,2012,0,0
7/9/2012,191,7,2012,0.07,1.778
7/10/2012,192,7,2012,0,0
7/11/2012,193,7,2012,0,0
7/12/2012,194,7,2012,0,0
7/13/2012,195,7,2012,0.09,2.286
7/14/2012,196,7,2012,0.03,0.762
7/15/2012,197,7,2012,0,0
7/16/2012,198,7,2012,0,0
7/17/2012,199,7,2012,0,0
7/18/2012,200,7,2012,0,0
7/19/2012,201,7,2012,0,0
7/20/2012,202,7,2012,0,0
7/21/2012,203,7,2012,0,0
7/22/2012,204,7,2012,0,0
7/23/2012,205,7,2012,0,0
7/24/2012,206,7,2012,0,0
7/25/2012,207,7,2012,0.37,9.398
7/26/2012,208,7,2012,0,0
7/27/2012,209,7,2012,0,0
7/28/2012,210,7,2012,0.56,14.224
7/29/2012,211,7,2012,0.09,2.286
7/30/2012,212,7,2012,0,0
7/31/2012,213,7,2012,0,0
8/1/2012,214,8,2012,0,0
8/2/2012,215,8,2012,0,0
8/3/2012,216,8,2012,0,0
8/4/2012,217,8,2012,1.48,37.592
8/5/2012,218,8,2012,0,0
8/6/2012,219,8,2012,0,0
8/7/2012,220,8,2012,0,0
8/8/2012,221,8,2012,0.4,10.16
8/9/2012,222,8,2012,0,0
8/10/2012,223,8,2012,0,0
8/11/2012,224,8,2012,0,0
8/12/2012,225,8,2012,0.15,3.81
8/13/2012,226,8,2012,0.02,0.508
8/14/2012,227,8,2012,0,0
8/15/2012,228,8,2012,0,0
8/16/2012,229,8,2012,0.09,2.286
8/17/2012,230,8,2012,0,0
8/18/2012,231,8,2012,0.01,0.254
8/19/2012,232,8,2012,0,0
8/20/2012,233,8,2012,0,0
8/21/2012,234,8,2012,0,0
8/22/2012,235,8,2012,0,0
8/23/2012,236,8,2012,0,0
8/24/2012,237,8,2012,0,0
8/25/2012,238,8,2012,0.21,5.334
8/26/2012,239,8,2012,0,0
8/27/2012,240,8,2012,0,0
8/28/2012,241,8,2012,0,0
8/29/2012,242,8,2012,0,0
8/30/2012,243,8,2012,0,0
8/31/2012,244,8,2012,0,0
9/1/2012,245,9,2012,0,0
9/2/2012,246,9,2012,0,0
9/3/2012,247,9,2012,0.12,3.048
9/4/2012,248,9,2012,0,0
9/5/2012,249,9,2012,0.32,8.128
9/6/2012,250,9,2012,0,0
9/7/2012,251,9,2012,0.58,14.732
9/8/2012,252,9,2012,0,0
9/9/2012,253,9,2012,0,0
9/10/2012,254,9,2012,0,0
9/11/2012,255,9,2012,0,0
9/12/2012,256,9,2012,0.08,2.032
9/13/2012,257,9,2012,0.53,13.462
9/14/2012,258,9,2012,0,0
9/15/2012,259,9,2012,0,0
9/16/2012,260,9,2012,0,0
9/17/2012,261,9,2012,0.08,2.032
9/18/2012,262,9,2012,0,0
9/19/2012,263,9,2012,0,0
9/20/2012,264,9,2012,0,0
9/21/2012,265,9,2012,0,0
9/22/2012,266,9,2012,0,0
9/23/2012,267,9,2012,0,0
9/24/2012,268,9,2012,0,0
9/25/2012,269,9,2012,0,0
9/26/2012,270,9,2012,0,0
9/27/2012,271,9,2012,0,0
9/28/2012,272,9,2012,0,0
9/29/2012,273,9,2012,0,0
9/30/2012,274,9,2012,0,0
10/1/2012,275,10,2012,0,0
10/2/2012,276,10,2012,0,0
10/3/2012,277,10,2012,0,0
10/4/2012,278,10,2012,0.05,1.27
10/5/2012,279,10,2012,0,0
10/6/2012,280,10,2012,0,0
10/7/2012,281,10,2012,0,0
10/8/2012,282,10,2012,0,0
10/9/2012,283,10,2012,0.04,1.016
10/10/2012,284,10,2012,0,0
10/11/2012,285,10,2012,0,0
10/12/2012,286,10,2012,0.02,0.508
10/13/2012,287,10,2012,0.43,10.922
10/14/2012,288,10,2012,0.36,9.144
10/15/2012,289,10,2012,0,0
10/16/2012,290,10,2012,0,0
10/17/2012,291,10,2012,0.05,1.27
10/18/2012,292,10,2012,0.42,10.668
10/19/2012,293,10,2012,0.01,0.254
10/20/2012,294,10,2012,0,0
10/21/2012,295,10,2012,0,0
10/22/2012,296,10,2012,0.09,2.286
10/23/2012,297,10,2012,0,0
10/24/2012,298,10,2012,0.02,0.508
10/25/2012,299,10,2012,0.49,12.446
10/26/2012,300,10,2012,0,0
10/27/2012,301,10,2012,0,0
10/28/2012,302,10,2012,0,0
10/29/2012,303,10,2012,0,0
10/30/2012,304,10,2012,0,0
10/31/2012,305,10,2012,0,0
11/1/2012,306,11,2012,0,0
11/2/2012,307,11,2012,0,0
11/3/2012,308,11,2012,0,0
11/4/2012,309,11,2012,0.11,2.794
11/5/2012,310,11,2012,0.08,2.032
11/6/2012,311,11,2012,0.02,0.508
11/7/2012,312,11,2012,0,0
11/8/2012,313,11,2012,0,0
11/9/2012,314,11,2012,0,0
11/10/2012,315,11,2012,0,0
11/11/2012,316,11,2012,0.43,10.922
11/12/2012,317,11,2012,0,0
11/13/2012,318,11,2012,0,0
11/14/2012,319,11,2012,0,0
11/15/2012,320,11,2012,0,0
11/16/2012,321,11,2012,0,0
11/17/2012,322,11,2012,0,0
11/18/2012,323,11,2012,0.01,0.254
11/19/2012,324,11,2012,0.05,1.27
11/20/2012,325,11,2012,0,0
11/21/2012,326,11,2012,0,0
11/22/2012,327,11,2012,0,0
11/23/2012,328,11,2012,0,0
11/24/2012,329,11,2012,0,0
11/25/2012,330,11,2012,0,0
11/26/2012,331,11,2012,0,0
11/27/2012,332,11,2012,0,0
11/28/2012,333,11,2012,0,0
11/29/2012,334,11,2012,0,0
11/30/2012,335,11,2012,0,0
12/1/2012,336,12,2012,0,0
12/2/2012,337,12,2012,0,0
12/3/2012,338,12,2012,0,0
12/4/2012,339,12,2012,0,0
12/5/2012,340,12,2012,0,0
12/6/2012,341,12,2012,0.03,0.762
12/7/2012,342,12,2012,0,0
12/8/2012,343,12,2012,0.04,1.016
12/9/2012,344,12,2012,0.17,4.318
12/10/2012,345,12,2012,0,0
12/11/2012,346,12,2012,0,0
12/12/2012,347,12,2012,0,0
12/13/2012,348,12,2012,0,0
12/14/2012,349,12,2012,0.01,0.254
12/15/2012,350,12,2012,0.28,7.112
12/16/2012,351,12,2012,0,0
12/17/2012,352,12,2012,0,0
12/18/2012,353,12,2012,0,0
12/19/2012,354,12,2012,0.26,6.604
12/20/2012,355,12,2012,0.2,5.08
12/21/2012,356,12,2012,0,0
12/22/2012,357,12,2012,0,0
12/23/2012,358,12,2012,0,0
12/24/2012,359,12,2012,0,0
12/25/2012,360,12,2012,0,0
12/26/2012,361,12,2012,0,0
12/27/2012,362,12,2012,0,0
12/28/2012,363,12,2012,0.01,0.254
12/29/2012,364,12,2012,0,0
12/30/2012,365,12,2012,0,0
12/31/2012,366,12,2012,0,0
1/1/2013,1,1,2013,0,0
1/2/2013,2,1,2013,0,0
1/3/2013,3,1,2013,0,0
1/4/2013,4,1,2013,0,0
1/5/2013,5,1,2013,0,0
1/6/2013,6,1,2013,0,0
1/7/2013,7,1,2013,0,0
1/8/2013,8,1,2013,0,0
1/9/2013,9,1,2013,0,0
1/10/2013,10,1,2013,0.01,0.254
1/11/2013,11,1,2013,0,0
1/12/2013,12,1,2013,0,0
1/13/2013,13,1,2013,0,0
1/14/2013,14,1,2013,0,0
1/15/2013,15,1,2013,0,0
1/16/2013,16,1,2013,0,0
1/17/2013,17,1,2013,0,0
1/18/2013,18,1,2013,0,0
1/19/2013,19,1,2013,0,0
1/20/2013,20,1,2013,0.14,3.556
1/21/2013,21,1,2013,0,0
1/22/2013,22,1,2013,0,0
1/23/2013,23,1,2013,0,0
1/24/2013,24,1,2013,0,0
1/25/2013,25,1,2013,0,0
1/26/2013,26,1,2013,0,0
1/27/2013,27,1,2013,0.12,3.048
1/28/2013,28,1,2013,0,0
1/29/2013,29,1,2013,0.01,0.254
1/30/2013,30,1,2013,0.16,4.064
1/31/2013,31,1,2013,0,0
2/1/2013,32,2,2013,0,0
2/2/2013,33,2,2013,0.05,1.27
2/3/2013,34,2,2013,0,0
2/4/2013,35,2,2013,0,0
2/5/2013,36,2,2013,0,0
2/6/2013,37,2,2013,0,0
2/7/2013,38,2,2013,0.09,2.286
2/8/2013,39,2,2013,0,0
2/9/2013,40,2,2013,0.03,0.762
2/10/2013,41,2,2013,0.16,4.064
2/11/2013,42,2,2013,0,0
2/12/2013,43,2,2013,0,0
2/13/2013,44,2,2013,0,0
2/14/2013,45,2,2013,0,0
2/15/2013,46,2,2013,0,0
2/16/2013,47,2,2013,0,0
2/17/2013,48,2,2013,0,0
2/18/2013,49,2,2013,0.02,0.508
2/19/2013,50,2,2013,0,0
2/20/2013,51,2,2013,0,0
2/21/2013,52,2,2013,0.18,4.572
2/22/2013,53,2,2013,0.08,2.032
2/23/2013,54,2,2013,0,0
2/24/2013,55,2,2013,0,0
2/25/2013,56,2,2013,0,0
2/26/2013,57,2,2013,0.28,7.112
2/27/2013,58,2,2013,0.06,1.524
2/28/2013,59,2,2013,0,0
3/1/2013,60,3,2013,0.01,0.254
3/2/2013,61,3,2013,0,0
3/3/2013,62,3,2013,0.25,6.35
3/4/2013,63,3,2013,0.06,1.524
3/5/2013,64,3,2013,0.11,2.794
3/6/2013,65,3,2013,0,0
3/7/2013,66,3,2013,0,0
3/8/2013,67,3,2013,0.06,1.524
3/9/2013,68,3,2013,0.79,20.066
3/10/2013,69,3,2013,0.54,13.716
3/11/2013,70,3,2013,0.19,4.826
3/12/2013,71,3,2013,0.01,0.254
3/13/2013,72,3,2013,0,0
3/14/2013,73,3,2013,0,0
3/15/2013,74,3,2013,0,0
3/16/2013,75,3,2013,0,0
3/17/2013,76,3,2013,0,0
3/18/2013,77,3,2013,0.09,2.286
3/19/2013,78,3,2013,0,0
3/20/2013,79,3,2013,0,0
3/21/2013,80,3,2013,0,0
3/22/2013,81,3,2013,0,0
3/23/2013,82,3,2013,0,0
3/24/2013,83,3,2013,0.08,2.032
3/25/2013,84,3,2013,0.01,0.254
3/26/2013,85,3,2013,0,0
3/27/2013,86,3,2013,0,0
3/28/2013,87,3,2013,0,0
3/29/2013,88,3,2013,0,0
3/30/2013,89,3,2013,0.1,2.54
3/31/2013,90,3,2013,0,0
4/1/2013,91,4,2013,0,0
4/2/2013,92,4,2013,0,0
4/3/2013,93,4,2013,0,0
4/4/2013,94,4,2013,0,0
4/5/2013,95,4,2013,0,0
4/6/2013,96,4,2013,0.01,0.254
4/7/2013,97,4,2013,0.01,0.254
4/8/2013,98,4,2013,0.01,0.254
4/9/2013,99,4,2013,1.2,30.48
4/10/2013,100,4,2013,0.72,18.288
4/11/2013,101,4,2013,0.46,11.684
4/12/2013,102,4,2013,0.01,0.254
4/13/2013,103,4,2013,0.03,0.762
4/14/2013,104,4,2013,0.44,11.176
4/15/2013,105,4,2013,0.01,0.254
4/16/2013,106,4,2013,0,0
4/17/2013,107,4,2013,1.59,40.386
4/18/2013,108,4,2013,0.47,11.938
4/19/2013,109,4,2013,0.02,0.508
4/20/2013,110,4,2013,0,0
4/21/2013,111,4,2013,0.23,5.842
4/22/2013,112,4,2013,0.46,11.684
4/23/2013,113,4,2013,0.01,0.254
4/24/2013,114,4,2013,0,0
4/25/2013,115,4,2013,0,0
4/26/2013,116,4,2013,0,0
4/27/2013,117,4,2013,0,0
4/28/2013,118,4,2013,0,0
4/29/2013,119,4,2013,0.05,1.27
4/30/2013,120,4,2013,0.01,0.254
5/1/2013,121,5,2013,0.08,2.032
5/2/2013,122,5,2013,1.56,39.624
5/3/2013,123,5,2013,0.24,6.096
5/4/2013,124,5,2013,0.33,8.382
5/5/2013,125,5,2013,0.1,2.54
5/6/2013,126,5,2013,0,0
5/7/2013,127,5,2013,0,0
5/8/2013,128,5,2013,0.17,4.318
5/9/2013,129,5,2013,0.88,22.352
5/10/2013,130,5,2013,0,0
5/11/2013,131,5,2013,0,0
5/12/2013,132,5,2013,0,0
5/13/2013,133,5,2013,0,0
5/14/2013,134,5,2013,0,0
5/15/2013,135,5,2013,0,0
5/16/2013,136,5,2013,0.01,0.254
5/17/2013,137,5,2013,0,0
5/18/2013,138,5,2013,0,0
5/19/2013,139,5,2013,0.73,18.542
5/20/2013,140,5,2013,0.02,0.508
5/21/2013,141,5,2013,0,0
5/22/2013,142,5,2013,0,0
5/23/2013,143,5,2013,0.01,0.254
5/24/2013,144,5,2013,0.01,0.254
5/25/2013,145,5,2013,1.03,26.162
5/26/2013,146,5,2013,0.43,10.922
5/27/2013,147,5,2013,1.24,31.496
5/28/2013,148,5,2013,0.3,7.62
5/29/2013,149,5,2013,0.81,20.574
5/30/2013,150,5,2013,0.09,2.286
5/31/2013,151,5,2013,0.01,0.254
6/1/2013,152,6,2013,0.01,0.254
6/2/2013,153,6,2013,0,0
6/3/2013,154,6,2013,0,0
6/4/2013,155,6,2013,0.44,11.176
6/5/2013,156,6,2013,0.1,2.54
6/6/2013,157,6,2013,0,0
6/7/2013,158,6,2013,0,0
6/8/2013,159,6,2013,0.32,8.128
6/9/2013,160,6,2013,0.06,1.524
6/10/2013,161,6,2013,0,0
6/11/2013,162,6,2013,0,0
6/12/2013,163,6,2013,0.19,4.826
6/13/2013,164,6,2013,0,0
6/14/2013,165,6,2013,0.54,13.716
6/15/2013,166,6,2013,0.23,5.842
6/16/2013,167,6,2013,0,0
6/17/2013,168,6,2013,0,0
6/18/2013,169,6,2013,0,0
6/19/2013,170,6,2013,0,0
6/20/2013,171,6,2013,0,0
6/21/2013,172,6,2013,0,0
6/22/2013,173,6,2013,0.01,0.254
6/23/2013,174,6,2013,0.34,8.636
6/24/2013,175,6,2013,0.57,14.478
6/25/2013,176,6,2013,0.18,4.572
6/26/2013,177,6,2013,0,0
6/27/2013,178,6,2013,0.04,1.016
6/28/2013,179,6,2013,0,0
6/29/2013,180,6,2013,0.04,1.016
6/30/2013,181,6,2013,0,0
7/1/2013,182,7,2013,0,0
7/2/2013,183,7,2013,0.01,0.254
7/3/2013,184,7,2013,0,0
7/4/2013,185,7,2013,0,0
7/5/2013,186,7,2013,0,0
7/6/2013,187,7,2013,0,0
7/7/2013,188,7,2013,0,0
7/8/2013,189,7,2013,0,0
7/9/2013,190,7,2013,0.19,4.826
7/10/2013,191,7,2013,0,0
7/11/2013,192,7,2013,0,0
7/12/2013,193,7,2013,0,0
7/13/2013,194,7,2013,0,0
7/14/2013,195,7,2013,0,0
7/15/2013,196,7,2013,0,0
7/16/2013,197,7,2013,0,0
7/17/2013,198,7,2013,0,0
7/18/2013,199,7,2013,0,0
7/19/2013,200,7,2013,0.01,0.254
7/20/2013,201,7,2013,0,0
7/21/2013,202,7,2013,0.04,1.016
7/22/2013,203,7,2013,1.09,27.686
7/23/2013,204,7,2013,0,0
7/24/2013,205,7,2013,0,0
7/25/2013,206,7,2013,0,0
7/26/2013,207,7,2013,0,0
7/27/2013,208,7,2013,0,0
7/28/2013,209,7,2013,0,0
7/29/2013,210,7,2013,0.01,0.254
7/30/2013,211,7,2013,0.08,2.032
7/31/2013,212,7,2013,0,0
8/1/2013,213,8,2013,0,0
8/2/2013,214,8,2013,0.02,0.508
8/3/2013,215,8,2013,0,0
8/4/2013,216,8,2013,0,0
8/5/2013,217,8,2013,0,0
8/6/2013,218,8,2013,0,0
8/7/2013,219,8,2013,0.01,0.254
8/8/2013,220,8,2013,0,0
8/9/2013,221,8,2013,0,0
8/10/2013,222,8,2013,0,0
8/11/2013,223,8,2013,1.54,39.116
8/12/2013,224,8,2013,0,0
8/13/2013,225,8,2013,0,0
8/14/2013,226,8,2013,0,0
8/15/2013,227,8,2013,0,0
8/16/2013,228,8,2013,0,0
8/17/2013,229,8,2013,0,0
8/18/2013,230,8,2013,0,0
8/19/2013,231,8,2013,0,0
8/20/2013,232,8,2013,0,0
8/21/2013,233,8,2013,0,0
8/22/2013,234,8,2013,0.02,0.508
8/23/2013,235,8,2013,0,0
8/24/2013,236,8,2013,0,0
8/25/2013,237,8,2013,0,0
8/26/2013,238,8,2013,0,0
8/27/2013,239,8,2013,0,0
8/28/2013,240,8,2013,0,0
8/29/2013,241,8,2013,0,0
8/30/2013,242,8,2013,0.01,0.254
8/31/2013,243,8,2013,0,0
9/1/2013,244,9,2013,0.17,4.318
9/2/2013,245,9,2013,0,0
9/3/2013,246,9,2013,0,0
9/4/2013,247,9,2013,0,0
9/5/2013,248,9,2013,0,0
9/6/2013,249,9,2013,0,0
9/7/2013,250,9,2013,0,0
9/8/2013,251,9,2013,0,0
9/9/2013,252,9,2013,0,0
9/10/2013,253,9,2013,0.11,2.794
9/11/2013,254,9,2013,0.01,0.254
9/12/2013,255,9,2013,0,0
9/13/2013,256,9,2013,0,0
9/14/2013,257,9,2013,0,0
9/15/2013,258,9,2013,0,0
9/16/2013,259,9,2013,0,0
9/17/2013,260,9,2013,0.27,6.858
9/18/2013,261,9,2013,0.12,3.048
9/19/2013,262,9,2013,0.35,8.89
9/20/2013,263,9,2013,0,0
9/21/2013,264,9,2013,0,0
9/22/2013,265,9,2013,0,0
9/23/2013,266,9,2013,0,0
9/24/2013,267,9,2013,0,0
9/25/2013,268,9,2013,0,0
9/26/2013,269,9,2013,0,0
9/27/2013,270,9,2013,0,0
9/28/2013,271,9,2013,0.1,2.54
9/29/2013,272,9,2013,0,0
9/30/2013,273,9,2013,0,0
10/1/2013,274,10,2013,0,0
10/2/2013,275,10,2013,0,0
10/3/2013,276,10,2013,0.04,1.016
10/4/2013,277,10,2013,1.08,27.432
10/5/2013,278,10,2013,0,0
10/6/2013,279,10,2013,0.11,2.794
10/7/2013,280,10,2013,0,0
10/8/2013,281,10,2013,0,0
10/9/2013,282,10,2013,0,0
10/10/2013,283,10,2013,0,0
10/11/2013,284,10,2013,0,0
10/12/2013,285,10,2013,0.02,0.508
10/13/2013,286,10,2013,0,0
10/14/2013,287,10,2013,0.48,12.192
10/15/2013,288,10,2013,0.04,1.016
10/16/2013,289,10,2013,0.01,0.254
10/17/2013,290,10,2013,0,0
10/18/2013,291,10,2013,0.01,0.254
10/19/2013,292,10,2013,0.03,0.762
10/20/2013,293,10,2013,0,0
10/21/2013,294,10,2013,0,0
10/22/2013,295,10,2013,0.19,4.826
10/23/2013,296,10,2013,0.02,0.508
10/24/2013,297,10,2013,0,0
10/25/2013,298,10,2013,0,0
10/26/2013,299,10,2013,0,0
10/27/2013,300,10,2013,0,0
10/28/2013,301,10,2013,0.02,0.508
10/29/2013,302,10,2013,0.01,0.254
10/30/2013,303,10,2013,0.44,11.176
10/31/2013,304,10,2013,0,0
11/1/2013,305,11,2013,0.01,0.254
11/2/2013,306,11,2013,0,0
11/3/2013,307,11,2013,0.01,0.254
11/4/2013,308,11,2013,0.11,2.794
11/5/2013,309,11,2013,0.88,22.352
11/6/2013,310,11,2013,0.23,5.842
11/7/2013,311,11,2013,0,0
11/8/2013,312,11,2013,0,0
11/9/2013,313,11,2013,0,0
11/10/2013,314,11,2013,0,0
11/11/2013,315,11,2013,0.08,2.032
11/12/2013,316,11,2013,0,0
11/13/2013,317,11,2013,0,0
11/14/2013,318,11,2013,0,0
11/15/2013,319,11,2013,0,0
11/16/2013,320,11,2013,0.01,0.254
11/17/2013,321,11,2013,0.33,8.382
11/18/2013,322,11,2013,0,0
11/19/2013,323,11,2013,0,0
11/20/2013,324,11,2013,0,0
11/21/2013,325,11,2013,0.27,6.858
11/22/2013,326,11,2013,0,0
11/23/2013,327,11,2013,0,0
11/24/2013,328,11,2013,0,0
